Voti Fantacalcio 6ª giornata di campionato;;;;;;;;;;;;
Solo su www.fantacalcio.it i voti ufficiali per la tua lega;;;;;;;;;;;;
QUESTO FILE NON PUO' ESSERE RIPRODOTTO NE' PUBBLICATO SU ALTRI SITI INTERNET;;;;;;;;;;;;
E' DA CONSIDERARSI AD USO PERSONALE ESCLUSIVO DEGLI ISCRITTI DI FANTACALCIO.IT;;;;;;;;;;;;
Atalanta;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
6867;D;Valle;6;0;0;0;0;0;0;0;0;0
6869;D;Ramon;5.5;0;0;0;0;0;0;0;0;0
6893;D;Kempf;6*;0;0;0;0;0;0;0;0;0
7014;D;Smolcic I.;5.5;0;0;0;0;0;0;1;0;0
5036;C;Caqueret;6;0;0;0;0;0;0;0;0;0
5559;C;Da Cunha;6;0;0;0;0;0;0;0;0;0
6151;C;Perrone;7;1;0;0;0;0;0;0;0;0
6875;C;Paz N.;6;0;0;0;0;0;0;0;0;0
7126;C;Baturina;5;0;0;0;0;0;0;0;0;0
313;A;Morata;5.5;0;0;0;0;0;0;0;0;0
7017;A;Douvikas;5.5;0;0;0;0;0;0;0;0;0
7127;A;Addai;6;0;0;0;0;0;0;1;0;0
2485;ALL;Fabregas;6;0;0;0;0;0;0;0;0;0
Cremonese;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2211;P;Silvestri;6.5;0;4;0;0;0;0;0;0;0
612;D;Bianchetti;5;0;0;0;0;0;0;0;0;0
770;D;Pezzella Giu.;4.5;0;0;0;0;0;0;1;0;0
1891;D;Ceccherini;5;0;0;0;0;0;0;0;0;0
5835;D;Baschirotto;5;0;0;0;0;0;0;0;0;0
6013;D;Barbieri;6;0;0;0;0;0;0;0;0;0
6870;D;Faye;5.5;0;0;0;0;0;0;0;0;0
7131;D;Floriani Mussolini;4.5;0;0;0;0;0;0;0;0;0
27;C;Grassi;5;0;0;0;0;0;0;0;0;0
449;C;Vazquez;5.5;0;0;0;0;0;0;0;0;0
5992;C;Bondo;5;0;0;0;0;0;0;0;0;0
7133;C;Vandeputte;6;0;0;0;0;0;0;0;0;1
479;A;Sanabria;5;0;0;0;0;0;0;0;0;0
505;A;Bonazzoli;6.5;1;0;0;0;0;0;0;0;0
2499;A;Vardy;6;0;0;0;0;0;0;0;0;0
5496;A;Johnsen;5;0;0;0;0;0;0;0;0;0
1911;ALL;Nicola;4.5;0;0;0;0;0;0;0;0;0
Fiorentina;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2521;P;De Gea;6;0;2;0;0;0;0;0;0;0
2160;D;Gosens;5;0;0;0;0;0;0;0;0;0
4378;D;Ranieri L.;5.5;0;0;0;0;0;0;0;0;0
4904;D;Marì;5.5;0;0;0;0;0;0;1;0;0
5603;D;Pongracic;6;0;0;0;0;0;0;0;0;0
5885;D;Dodò;5.5;0;0;0;0;0;0;0;0;0
6495;D;Comuzzo;6;0;0;0;0;0;0;0;0;0
7069;D;Fortini;6*;0;0;0;0;0;0;0;0;0
1933;C;Mandragora;5.5;0;0;0;0;0;0;0;0;0
4349;C;Nicolussi Caviglia;6;0;0;0;0;0;0;0;0;1
5800;C;Gudmundsson A.;5;0;0;0;0;0;0;1;0;0
6010;C;Fazzini;5.5;0;0;0;0;0;0;0;0;0
6294;C;Ndour;6;0;0;0;0;0;0;0;0;0
647;A;Dzeko;6;0;0;0;0;0;0;0;0;0
2097;A;Kean;7;1;0;0;0;0;0;0;0;0
4359;A;Piccoli;6;0;0;0;0;0;0;0;0;0
676;ALL;Pioli;5.5;0;0;0;0;0;0;1;0;0
Genoa;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
188;P;Leali;6;0;2;0;0;0;0;0;0;0
791;D;Sabelli;5.5;0;0;0;0;0;0;0;0;0
5514;D;Vasquez;6;0;0;0;0;0;0;0;0;0
6660;D;Marcandalli;6;0;0;0;0;0;0;1;0;0
6814;D;Norton-Cuffy;6.5;0;0;0;0;0;0;0;0;1
6977;D;Otoa;5;0;0;0;0;0;0;1;0;0
4404;C;Thorsby;5.5;0;0;0;0;0;0;0;0;0
4427;C;Malinovskyi;5.5;0;0;0;0;0;0;1;0;0
5791;C;Frendrup;5.5;0;0;0;0;0;0;0;0;0
6020;C;Ellertsson;5.5;0;0;0;0;0;0;0;0;0
6106;C;Carboni V.;6;0;0;0;0;0;0;0;0;0
6917;C;Masini;5;0;0;0;0;0;0;0;0;0
4923;A;Colombo;6;0;0;0;0;0;0;0;0;0
5506;A;Ekuban;5.5;0;0;0;0;0;0;0;0;0
6164;A;Vitinha O.;6;0;0;0;0;0;0;0;0;0
6822;A;Ekhator;7.5;1;0;0;0;0;0;0;0;0
6943;ALL;Vieira P.;6;0;0;0;0;0;0;0;0;0
Inter;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2428;P;Sommer;6;0;1;0;0;0;0;0;0;0
254;D;Dimarco;8;1;0;0;0;0;0;0;0;1
322;D;De Vrij;6.5;0;0;0;0;0;0;0;0;0
2120;D;Bastoni;6.5;0;0;0;0;0;0;0;0;0
4159;D;Akanji;6.5;0;0;0;0;0;0;0;0;0
5513;D;Dumfries;6;0;0;0;0;0;0;0;0;0
5877;D;Carlos Augusto;6;0;0;0;0;0;0;0;0;0
1870;C;Barella;7.5;1;0;0;0;0;0;0;0;0
2529;C;Mkhitaryan;6.5;0;0;0;0;0;0;0;0;0
2848;C;Frattesi;6;0;0;0;0;0;0;0;0;0
5301;C;Luis Henrique;6;0;0;0;0;0;0;0;0;0
6274;C;Diouf;5.5;0;0;0;0;0;0;0;0;0
7070;C;Sucic P.;6;0;0;0;0;0;0;1;0;0
2764;A;Martinez L.;7;1;0;0;0;0;0;0;0;0
6669;A;Bonny;8.5;1;0;0;0;0;0;0;0;3
7071;A;Esposito F.P.;6;0;0;0;0;0;0;0;0;0
7043;ALL;Chivu;7;0;0;0;0;0;0;0;0;0
Juventus;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
5876;P;Di Gregorio;6;0;0;0;0;0;0;0;0;0
294;D;Rugani;6;0;0;0;0;0;0;0;0;0
4976;D;Kalulu;6;0;0;0;0;0;0;0;0;0
5520;D;Cambiaso;5.5;0;0;0;0;0;0;0;0;0
5831;D;Gatti;5.5;0;0;0;0;0;0;1;0;0
6766;D;Kelly L.;5;0;0;0;0;0;0;0;0;0
827;C;Locatelli;6.5;0;0;0;0;0;0;1;0;0
4711;C;Kostic;6*;0;0;0;0;0;0;0;0;0
4973;C;McKennie;5.5;0;0;0;0;0;0;0;0;0
5562;C;Thuram K.;5.5;0;0;0;0;0;0;0;0;0
6884;C;Conceicao;6.5;0;0;0;0;0;0;0;0;0
2841;A;Vlahovic;6;0;0;0;0;0;0;0;0;0
5544;A;David;5;0;0;0;0;0;0;0;0;0
6314;A;Openda;6;0;0;0;0;0;0;0;0;0
6434;A;Yildiz;5.5;0;0;0;0;0;0;0;0;0
2729;ALL;Tudor;5.5;0;0;0;0;0;0;0;0;0
Lazio;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2814;P;Provedel;6;0;3;0;0;0;0;0;0;0
140;D;Hysaj;5;0;0;0;0;0;0;0;0;0
460;D;Romagnoli;5.5;0;0;0;0;0;0;1;0;0
2263;D;Lazzari;5.5;0;0;0;0;0;0;0;0;0
5620;D;Tavares N.;6;0;0;0;0;0;0;0;0;0
5833;D;Gila;6;0;0;0;0;0;0;0;0;0
333;C;Cataldi;7;0;0;0;0;1;0;1;0;0
5674;C;Basic;6.5;0;0;0;0;0;0;0;0;1
6191;C;Belahyane;6;0;0;0;0;0;0;0;0;0
6398;C;Isaksen;5.5;0;0;0;0;0;0;0;0;0
2489;A;Pedro;6;0;0;0;0;0;0;0;0;1
5500;A;Cancellieri;8;2;0;0;0;0;0;0;0;0
5672;A;Dia;5.5;0;0;0;0;0;0;0;0;0
6226;A;Castellanos;6;0;0;0;0;0;0;1;0;0
6556;A;Noslin;6.5;0;0;0;0;0;0;0;0;0
688;ALL;Sarri;6;0;0;0;0;0;0;0;0;0
Lecce;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2134;P;Falcone;6.5;0;0;0;0;0;0;0;0;0
4502;D;Gallo;7;0;0;0;0;0;0;0;0;0
6632;D;Gaspar K.;6;0;0;0;0;0;0;1;0;0
6989;D;Tiago Gabriel;7;0;0;0;0;0;0;0;0;0
6990;D;Veiga D.;6.5;0;0;0;0;0;0;0;0;0
7182;D;Ndaba;6*;0;0;0;0;0;0;0;0;0
2839;C;Sottil;7;1;0;0;0;0;0;0;0;0
5504;C;Coulibaly L.;6.5;0;0;0;0;0;0;0;0;0
6015;C;Berisha M.;6.5;0;0;0;0;0;0;0;0;0
6394;C;Ramadani;6;0;0;0;0;0;0;0;0;0
6410;C;Kaba;6*;0;0;0;0;0;0;0;0;0
6549;C;Pierotti;6;0;0;0;0;0;0;0;0;0
6001;A;Banda;6;0;0;0;0;0;0;1;0;0
6519;A;Camarda;6;0;0;0;0;0;0;0;0;0
7252;A;Stulic;5.5;0;0;0;0;0;0;0;0;0
691;ALL;Di Francesco;7;0;0;0;0;0;0;0;0;0
Milan;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
4312;P;Maignan;7;0;0;0;0;0;0;0;0;0
4401;D;Gabbia;6.5;0;0;0;0;0;0;0;0;0
4751;D;Tomori;6;0;0;0;0;0;0;0;0;0
5022;D;Pavlovic;6.5;0;0;0;0;0;0;0;0;0
6496;D;Bartesaghi;6.5;0;0;0;0;0;0;1;0;0
2379;C;Rabiot;6.5;0;0;0;0;0;0;0;0;0
2423;C;Pulisic;5;0;0;0;1;0;0;0;0;0
2606;C;Modric;6.5;0;0;0;0;0;0;0;0;0
4199;C;Loftus-Cheek;6;0;0;0;0;0;0;0;0;0
4686;C;Fofana Y.;5.5;0;0;0;0;0;0;1;0;0
4892;C;Saelemaekers;6.5;0;0;0;0;0;0;0;0;0
4510;A;Leao;5;0;0;0;0;0;0;0;0;0
4728;A;Nkunku;6;0;0;0;0;0;0;0;0;0
7008;A;Gimenez;6.5;0;0;0;0;0;0;0;0;0
686;ALL;Allegri;6;0;0;0;0;0;0;0;0;0
Napoli;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2170;P;Milinkovic-Savic V.;6;0;1;0;0;0;0;0;0;0
256;D;Juan Jesus;6;0;0;0;0;0;0;0;0;0
1852;D;Spinazzola;7;0;0;0;0;0;0;0;0;0
2816;D;Di Lorenzo;6.5;0;0;0;0;0;0;0;0;0
5427;D;Gutierrez;6*;0;0;0;0;0;0;0;0;0
5840;D;Olivera;5;0;0;0;0;0;0;0;0;0
6202;D;Beukema;5.5;0;0;0;0;0;0;0;0;0
536;C;Politano;5.5;0;0;0;0;0;0;0;0;0
2517;C;De Bruyne;6.5;0;0;0;0;0;0;0;0;0
4220;C;Zambo Anguissa;7.5;1;0;0;0;0;0;0;0;0
4287;C;Lobotka;6;0;0;0;0;0;0;0;0;0
4777;C;McTominay;6;0;0;0;0;0;0;0;0;0
5131;C;Gilmour;6;0;0;0;0;0;0;0;0;0
6831;C;Neres;5.5;0;0;0;0;0;0;1;0;0
6052;A;Hojlund;7;1;0;0;0;0;0;0;0;0
6215;A;Lucca;6*;0;0;0;0;0;0;0;0;0
4416;ALL;Conte;7;0;0;0;0;0;0;0;0;0
Parma;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
6641;P;Suzuki;5;0;1;0;0;0;0;0;0;0
5862;D;Valeri;6;0;0;0;0;0;0;0;0;0
6663;D;Circati;5.5;0;0;0;0;0;0;0;0;0
6664;D;Delprato;5.5;0;0;0;0;0;0;0;0;0
6965;D;Lovik;5;0;0;0;0;0;0;0;0;0
7202;D;Ndiaye;5.5;0;0;0;0;0;0;1;0;0
7255;D;Britschgi;5.5;0;0;0;0;0;0;0;0;0
5290;C;Estevez;6*;0;0;0;0;0;0;0;0;0
6666;C;Bernabè;5.5;0;0;0;0;0;0;0;0;0
6898;C;Keita M.;6;0;0;0;0;0;0;0;0;0
7209;C;Sorensen O.;5.5;0;0;0;0;0;0;0;0;0
2155;A;Cutrone;5.5;0;0;0;0;0;0;0;0;0
5471;A;Djuric;6*;0;0;0;0;0;0;0;0;0
6207;A;Almqvist;6;0;0;0;0;0;0;0;0;0
6667;A;Benedyczak;5.5;0;0;0;0;0;0;0;0;0
7023;A;Pellegrino M.;6;0;0;0;0;0;0;0;0;0
7065;ALL;Cuesta;5;0;0;0;0;0;0;0;0;0
Pisa;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2861;P;Semper;6;0;4;0;0;0;0;0;0;0
697;D;Cuadrado;5.5;0;0;0;0;0;0;1;0;0
2273;D;Caracciolo A.;5.5;0;0;0;0;0;0;0;0;0
2745;D;Calabresi;6*;0;0;0;0;0;0;0;0;0
6444;D;Bonfanti;5;0;0;0;0;0;0;0;0;0
7139;D;Canestrelli;5;0;0;0;0;0;0;0;0;0
7143;D;Angori;5.5;0;0;0;0;0;0;0;0;0
2334;C;Leris;5;0;0;0;0;0;0;0;0;0
5318;C;Tramoni M.;5.5;0;0;0;0;0;0;0;0;0
6593;C;Akinsanmiro;6;0;0;0;0;0;0;0;0;0
7146;C;Tourè I.;4;0;0;0;0;0;0;0;1;0
7149;C;Marin M.;6;0;0;0;0;0;0;0;0;0
7150;C;Vural;6;0;0;0;0;0;0;0;0;0
5336;A;Nzola;5;0;0;0;0;0;0;0;0;0
6836;A;Meister;5.5;0;0;0;0;0;0;0;0;0
7171;A;Buffon L.;6*;0;0;0;0;0;0;0;0;0
698;ALL;Gilardino;5.5;0;0;0;0;0;0;0;0;0
Roma;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
5841;P;Svilar;5.5;0;1;0;0;0;0;0;0;0
2296;D;Mancini;6;0;0;0;0;0;0;0;0;0
4317;D;N'Dicka;6;0;0;0;0;0;0;0;0;0
4657;D;Celik;6.5;0;0;0;0;0;0;0;0;0
5168;D;Tsimikas;6;0;0;0;0;0;0;1;0;0
6986;D;Rensch;6;0;0;0;0;0;0;0;0;0
7181;D;Wesley;6.5;0;0;0;0;0;0;1;0;0
7260;D;Ziolkowski;6*;0;0;0;0;0;0;0;0;0
530;C;Pellegrini Lo.;6;0;0;0;0;0;0;0;0;0
779;C;Cristante;7;1;0;0;0;0;0;1;0;0
5589;C;Konè M.;6.5;0;0;0;0;0;0;0;0;0
5823;C;Baldanzi;6;0;0;0;0;0;0;0;0;0
6271;C;El Aynaoui;6*;0;0;0;0;0;0;0;0;0
309;A;Dybala;6;0;0;0;0;0;0;0;0;0
5734;A;Soulè;7.5;1;0;0;0;0;0;0;0;1
6675;A;Dovbyk;6;0;0;0;0;0;0;0;0;1
684;ALL;Gasperini;6.5;0;0;0;0;0;0;0;0;0
Sassuolo;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
4236;P;Muric;7;0;0;0;0;0;0;1;0;0
4374;D;Walukiewicz;6;0;0;0;0;0;0;0;0;0
5851;D;Doig;6;0;0;0;0;0;0;0;0;0
6672;D;Idzes;6.5;0;0;0;0;0;0;0;0;0
7155;D;Muharemovic;7;0;0;0;0;0;0;0;0;0
2528;C;Matic;6;0;0;0;0;0;0;0;0;0
5610;C;Vranckx;5.5;0;0;0;0;0;0;0;0;0
5735;C;Volpato;6;0;0;0;0;0;0;0;0;0
5844;C;Thorstvedt;6.5;0;0;0;0;0;0;0;0;0
6717;C;Konè I.;6.5;0;0;0;0;0;0;0;0;0
6815;C;Fadera;7;0;0;0;0;0;0;0;0;0
7157;C;Iannoni;6*;0;0;0;0;0;0;0;0;0
1842;A;Pierini;6;0;0;0;0;0;0;1;0;0
2038;A;Pinamonti;6.5;1;0;0;1;0;0;0;0;0
6060;A;Laurientè;6;0;0;0;0;0;0;0;0;0
6439;A;Cheddira;6*;0;0;0;0;0;0;1;0;0
4864;ALL;Grosso;6.5;0;0;0;0;0;0;1;0;0
Torino;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
7179;P;Israel;5.5;0;3;0;0;0;0;0;0;0
49;D;Masina;6.5;0;0;0;0;0;0;0;0;1
4385;D;Lazaro;5.5;0;0;0;0;0;0;0;0;0
4665;D;Maripan;5.5;0;0;0;0;0;0;1;0;0
5156;D;Nkounkou;6.5;0;0;0;0;0;0;0;0;1
6426;D;Pedersen;6.5;0;0;0;0;0;0;0;0;0
6642;D;Coco;6;1;0;0;0;0;0;0;0;0
6826;D;Dembelè A.;5;0;0;0;0;0;0;0;0;0
4890;C;Tameze;5.5;0;0;0;0;0;0;0;0;0
5687;C;Vlasic;5.5;0;0;0;0;0;0;0;0;0
5719;C;Asllani;6;0;0;0;0;0;0;1;0;0
5888;C;Casadei;5.5;0;0;0;0;0;0;1;0;0
6170;C;Gineitis;6*;0;0;0;0;0;0;0;0;0
2061;A;Simeone;7;1;0;0;0;0;0;0;0;0
6145;A;Ngonge;6;0;0;0;0;0;0;0;0;0
6646;A;Adams C.;7;1;0;0;0;0;0;0;0;0
2248;ALL;Baroni;6;0;0;0;0;0;0;0;0;0
Udinese;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
6842;P;Sava;5.5;0;1;0;0;0;0;0;0;0
4263;D;Kabasele;6.5;1;0;0;0;0;0;0;0;0
5527;D;Zanoli;5.5;0;0;0;0;0;0;0;0;0
5555;D;Kamara H.;6;0;0;0;0;0;0;0;0;0
5820;D;Bertola;5.5;0;0;0;0;0;0;0;0;0
6047;D;Ehizibue;6*;0;0;0;0;0;0;0;0;0
6537;D;Goglichidze;6.5;0;0;0;0;0;0;0;0;0
6956;D;Solet;6.5;0;0;0;0;0;0;0;0;1
2766;C;Zaniolo;5.5;0;0;0;0;0;0;1;0;0
6212;C;Zarraga;6*;0;0;0;0;0;0;0;0;0
6680;C;Karlstrom;6.5;0;0;0;0;0;0;0;0;0
6908;C;Atta;6.5;0;0;0;0;0;0;0;0;0
7198;C;Piotrowski;6;0;0;0;0;0;0;0;0;0
5637;A;Davis K.;6;0;0;0;0;0;0;0;0;0
7161;A;Bayo V.;5;0;0;0;0;0;0;0;0;0
6623;ALL;Runjaic;6;0;0;0;0;0;0;0;0;0
Verona;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
4957;P;Montipò;6.5;0;1;1;0;0;0;0;0;0
5532;D;Bradaric;5.5;0;0;0;0;0;0;0;0;0
6639;D;Frese;6.5;0;0;0;0;0;0;0;0;0
6894;D;Unai Nunez;6;0;0;0;0;0;0;0;0;0
7018;D;Nelsson;5.5;0;0;0;0;0;0;0;0;0
7220;D;Belghali;6;0;0;0;0;0;0;1;0;0
801;C;Gagliardini;6;0;0;0;0;0;0;0;0;0
2117;C;Kastanos;6*;0;0;0;0;0;0;0;0;0
5286;C;Akpa Akpro;6;0;0;0;0;0;0;0;0;0
5540;C;Niasse;5.5;0;0;0;0;0;0;0;0;0
6458;C;Serdar;5.5;0;0;0;0;0;0;1;0;0
7028;C;Bernede;5.5;0;0;0;0;0;0;0;0;0
6159;A;Sarr A.;5.5;0;0;0;0;0;0;0;0;0
6552;A;Orban G.;5.5;0;0;0;0;0;0;0;0;0
6630;A;Mosquera;6*;0;0;0;0;0;0;0;0;0
7162;A;Giovane;6;0;0;0;0;0;0;0;0;0
5497;ALL;Zanetti;5.5;0;0;0;0;0;0;0;0;0
