Voti Fantacalcio 14ª giornata di campionato;;;;;;;;;;;;
Solo su www.fantacalcio.it i voti ufficiali per la tua lega;;;;;;;;;;;;
QUESTO FILE NON PUO' ESSERE RIPRODOTTO NE' PUBBLICATO SU ALTRI SITI INTERNET;;;;;;;;;;;;
E' DA CONSIDERARSI AD USO PERSONALE ESCLUSIVO DEGLI ISCRITTI DI FANTACALCIO.IT;;;;;;;;;;;;
Atalanta;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
4431;P;Carnesecchi;6;0;3;0;0;0;0;0;0;0
554;D;Zappacosta;5.5;0;0;0;0;0;0;0;0;0
787;D;Djimsiti;5;0;0;0;0;0;0;0;0;0
2640;D;Kolasinac;5.5;0;0;0;0;0;0;0;0;0
4887;D;Bellanova;5.5;0;0;0;0;0;0;0;0;0
5578;D;Kossounou;5.5;0;0;0;0;0;0;0;0;0
6046;D;Hien;5;0;0;0;0;0;0;0;0;0
22;C;De Roon;5;0;0;0;0;0;0;1;0;0
2077;C;Pasalic;6;0;0;0;0;0;0;0;0;0
5119;C;Samardzic;6;0;0;0;0;0;0;0;0;0
5422;C;Zalewski;5.5;0;0;0;0;0;0;0;0;0
5792;C;Ederson D.S.;5.5;0;0;0;0;0;0;0;0;0
2137;A;Scamacca;6.5;0;0;0;0;1;0;0;0;0
4730;A;Lookman;5;0;0;0;0;0;0;0;0;0
5995;A;De Ketelaere;5.5;0;0;0;0;0;0;0;0;0
6435;A;Krstovic;5;0;0;0;0;0;0;0;0;0
1909;ALL;Palladino;4.5;0;0;0;0;0;0;0;0;0
Bologna;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
2722;P;Ravaglia F.;7.5;0;1;0;0;0;0;0;0;0
487;D;De Silvestri;6.5;0;0;0;0;0;0;0;0;0
4433;D;Zortea;7;0;0;0;0;0;0;0;0;0
4734;D;Miranda J.;6;0;0;0;0;0;0;1;0;0
5498;D;Casale;5.5;0;0;0;0;0;0;0;0;0
7212;D;Heggem;5.5;0;0;0;0;0;0;0;0;0
184;C;Bernardeschi;5.5;0;0;0;0;0;0;0;0;0
2167;C;Orsolini;6;0;0;0;0;0;0;0;0;0
2765;C;Odgaard;6.5;1;0;0;0;0;0;0;0;0
5298;C;Pobega;6.5;0;0;0;0;0;0;0;0;0
5858;C;Ferguson;6;0;0;0;0;0;0;0;0;0
6054;C;Moro N.;6;0;0;0;0;0;0;1;0;0
6844;C;Rowe;6;0;0;0;0;0;0;0;0;0
4436;A;Cambiaghi;5.5;0;0;0;0;0;0;1;0;0
6572;A;Castro S.;5.5;0;0;0;0;0;0;0;0;0
6643;A;Dallinga;6*;0;0;0;0;0;0;0;0;0
4993;ALL;Italiano;6.5;0;0;0;0;0;0;0;0;0
Cagliari;;;;;;;;;;;;
Cod.;Ruolo;Nome;Voto;Gf;Gs;Rp;Rs;Rf;Au;Amm;Esp;Ass
4360;P;Caprile;6;0;0;0;0;0;0;0;0;0
393;D;Luperto;6.5;0;0;0;0;0;0;0;0;0
4461;D;Zappa;6;0;0;0;0;0;0;0;0;0
5406;D;Di Pardo;6*;0;0;0;0;0;0;0;0;0
5701;D;Obert;6.5;0;0;0;0;0;0;0;0;0
6832;D;Palestra;7;0;0;0;0;0;0;0;0;0
7125;D;Idrissi R.;6;0;0;0;0;0;0;0;0;0
7268;D;Rodriguez Ju.;6.5;0;0;0;0;0;0;0;0;0
1871;C;Deiola;6.5;0;0;0;0;0;0;0;0;0
4364;C;Gaetano;7;1;0;0;0;0;0;1;0;0
4870;C;Adopo;6;0;0;0;0;0;0;0;0;0
6252;C;Folorunsho;7;0;0;0;0;0;0;1;0;0
6424;C;Prati;6;0;0;0;0;0;0;0;0;0
